EvaluationTrain/Average/StdReturn,EvaluationTest/Average/MinReturn,EvaluationTrain/Average/NumEpisodes,EvaluationTest/__unnamed_task__/NumEpisodes,EvaluationTrain/Average/AverageDiscountedReturn,EvaluationTest/__unnamed_task__/AverageDiscountedReturn,EvaluationTest/Average/AverageDiscountedReturn,EvaluationTrain/Average/SuccessRate,EvaluationTrain/__unnamed_task__/StdReturn,EvaluationTrain/__unnamed_task__/NumEpisodes,EvaluationTest/__unnamed_task__/Iteration,EvaluationTest/__unnamed_task__/MinReturn,EvaluationTrain/Average/TerminationRate,EvaluationTest/__unnamed_task__/SuccessRate,EvaluationTrain/Average/MinReturn,EvaluationTest/__unnamed_task__/StdReturn,EvaluationTrain/Average/Iteration,EvaluationTrain/__unnamed_task__/Iteration,TotalEnvSteps,EvaluationTrain/__unnamed_task__/AverageDiscountedReturn,EvaluationTest/__unnamed_task__/MaxReturn,EvaluationTest/Average/SuccessRate,EvaluationTest/Average/NumEpisodes,EvaluationTest/Average/Iteration,EvaluationTrain/__unnamed_task__/SuccessRate,EvaluationTrain/__unnamed_task__/AverageReturn,EvaluationTrain/Average/MaxReturn,EvaluationTrain/__unnamed_task__/MinReturn,EvaluationTest/Average/AverageReturn,EvaluationTest/Average/StdReturn,EvaluationTest/__unnamed_task__/TerminationRate,EvaluationTrain/__unnamed_task__/MaxReturn,EvaluationTrain/__unnamed_task__/TerminationRate,EvaluationTest/Average/MaxReturn,EvaluationTrain/Average/AverageReturn,EvaluationTest/Average/TerminationRate,EvaluationTest/__unnamed_task__/AverageReturn
25.6507754032506,-97.0204539527606,7,7,-43.98034914866206,-61.920600002449,-61.920600002449,0.5714285714285714,25.6507754032506,7,0,-97.0204539527606,0.5714285714285714,0.42857142857142855,-75.28401069414438,23.596611803313706,0,0,9641,-43.98034914866206,-25.574147057855182,0.42857142857142855,7,0,0.5714285714285714,-43.98034914866206,-6.796641219208188,-75.28401069414438,-61.920600002449,23.596611803313706,0.42857142857142855,-6.796641219208188,0.5714285714285714,-25.574147057855182,-43.98034914866206,0.42857142857142855,-61.920600002449
21.206953740078095,-95.12827659132772,9,8,-25.670135451519414,-40.29191199130278,-40.29191199130278,0.7777777777777778,21.206953740078095,9,1,-95.12827659132772,0.7777777777777778,0.625,-71.36545596809228,29.255435342846766,1,1,14374,-25.670135451519414,-10.451330823943831,0.625,8,1,0.7777777777777778,-25.670135451519414,-8.817153405562438,-71.36545596809228,-40.29191199130278,29.255435342846766,0.625,-8.817153405562438,0.7777777777777778,-10.451330823943831,-25.670135451519414,0.625,-40.29191199130278
4.138385936557596,-67.52988640010176,18,10,-11.101868325408384,-27.988434921973656,-27.988434921973656,1.0,4.138385936557596,18,2,-67.52988640010176,1.0,0.7,-24.080871949638166,23.982861529696223,2,2,19116,-11.101868325408384,-6.374645971806265,0.7,10,2,1.0,-11.101868325408386,-4.762795635530367,-24.080871949638166,-27.988434921973656,23.982861529696223,0.7,-4.762795635530367,1.0,-6.374645971806265,-11.101868325408386,0.7,-27.988434921973656
